angDist,_RAJ2000,_DEJ2000,Source,Cluster,RAdeg,DEdeg,Gmag,plx,e_plx,Simbad,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.000586,55.6378925,21.7046981,64331123967672448,Pleiades,55.63799,21.7045,16.277,7.442,0.019,Simbad,55.63789,21.7047,55.6378925185963,21.7046979380896,0.003,0.002,90,64331123967672448,55.63798849252,0.1025,21.70450067098,0.0718,7.3732,0.1101,20.710,0.211,-45.817,0.152,0,5.81563e+03,8.00251e+00,16.276875,8.42840e+02,1.16916e+01,18.037025,8.05997e+03,3.21279e+01,14.996086,3.040939,,,0,4072.87,1.2998,0.7350,,
0.000462,57.3609547,22.8485572,64136063734692224,Pleiades,57.36104,22.84836,16.413,7.36,0.038,Simbad,57.36095,22.84856,57.3609547176954,22.8485573271617,0.004,0.003,90,64136063734692224,57.36104366161,0.1197,22.84835907203,0.0632,7.2618,0.1224,19.037,0.286,-46.046,0.170,0,5.12896e+03,5.06811e+00,16.413292,8.12213e+02,1.05341e+01,18.077213,6.90527e+03,1.65730e+01,15.163969,2.913244,,,0,3747.66,0.6260,0.3603,,
0.000404,55.1991311,21.7227825,64387439578878208,Pleiades,55.19923,21.72259,18.207,7.46,0.036,Simbad,55.19913,21.72278,55.1991311215970,21.7227823896771,0.009,0.006,90,64387439578878208,55.19923037806,0.2332,21.72258808809,0.1498,7.4682,0.2446,21.416,0.601,-45.128,0.368,0,9.83365e+02,2.29527e+00,18.206580,9.77420e+01,1.08561e+01,20.376186,1.55294e+03,9.45101e+00,16.784035,3.592152,,,0,,,,,
0.000437,57.1568261,22.7693119,64131150292139648,Pleiades,57.15692,22.76912,13.872,7.283,0.016,Simbad,57.15683,22.76931,57.1568261823324,22.7693118051852,0.002,0.001,90,64131150292139648,57.15691561236,0.0469,22.76911967949,0.0236,7.2945,0.0498,19.152,0.113,-44.623,0.058,0,5.32980e+04,4.95508e+01,13.871589,1.65791e+04,7.34644e+01,14.802488,5.80181e+04,1.29396e+02,12.853010,1.949478,,,0,3847.98,0.5112,0.2323,0.61,0.073
1.545976,57.1568261,22.7693119,64131150292139648,Pleiades,57.15692,22.76912,13.872,7.283,0.016,Simbad,57.15683,22.76931,57.1570263764579,22.7689241965761,0.002,0.001,90,64131150289171712,57.15702637646,1.9400,22.76892419658,0.5525,,,,,,,0,2.87722e+03,2.34492e+01,17.040934,,,,,,,,,,0,,,,,
0.000385,55.4377503,22.4672514,64453685154291968,Pleiades,55.43785,22.46706,17.767,7.508,0.043,Simbad,55.43775,22.46725,55.4377503807893,22.4672514763800,0.006,0.003,90,64453685154291968,55.43784574676,0.1655,22.46705512431,0.0892,7.6651,0.1668,20.468,0.366,-45.604,0.204,0,1.47430e+03,2.70300e+00,17.766901,2.00621e+02,1.45689e+01,19.595450,2.23293e+03,1.83519e+01,16.389734,3.205715,,,0,,,,,
0.000541,55.0498886,21.8089033,64298271761308032,Pleiades,55.04998,21.80872,18.893,6.82,0.024,Simbad,55.04989,21.8089,55.0498886745134,21.8089034332743,0.011,0.007,90,64298271761308032,55.04997615016,0.3406,21.80872422681,0.2143,6.9529,0.3513,18.863,0.733,-41.622,0.474,0,5.22430e+02,1.75094e+00,18.893295,6.53999e+01,1.24012e+01,20.812445,8.41669e+02,8.13730e+00,17.449066,3.363379,,,0,,,,,
0.000171,55.5999792,21.4734908,64317998547641344,Pleiades,55.60008,21.47328,9.706,7.747,0.029,Simbad,55.59998,21.47349,55.5999791998987,21.4734907525879,0.001,0.001,90,64317998547641344,55.60007599270,0.0413,21.47328416508,0.0264,7.7195,0.0461,20.920,0.085,-47.982,0.059,0,2.47038e+06,9.27571e+02,9.706455,1.38042e+06,1.76294e+03,10.001363,1.55401e+06,1.94489e+03,9.283285,0.718078,6.63,1.00,4,5954.34,0.0663,0.0330,1.20,1.622
0.000213,57.6917969,22.9306767,64148738180119680,Pleiades,57.69189,22.93048,12.558,7.288,0.006,Simbad,57.6918,22.93068,57.6917969045726,22.9306766409352,0.001,0.001,90,64148738180119680,57.69188781361,0.0373,22.93048322419,0.0191,7.2894,0.0389,19.446,0.085,-44.923,0.057,1,1.78752e+05,3.07381e+02,12.557741,6.91427e+04,4.71264e+02,13.252022,1.58819e+05,7.26235e+02,11.759664,1.492358,-2.60,12.99,17,4434.75,0.5800,0.2830,0.71,0.175
0.000565,57.0237925,22.6359817,64128294135554688,Pleiades,57.02388,22.63578,16.412,7.314,0.045,Simbad,57.02379,22.63598,57.0237925756902,22.6359815593852,0.003,0.002,90,64128294135554688,57.02388308887,0.0978,22.63578435148,0.0621,7.1622,0.1088,19.403,0.203,-45.803,0.137,0,5.13713e+03,1.23046e+01,16.411564,7.43285e+02,1.42794e+01,18.173500,7.09455e+03,4.58201e+01,15.134608,3.038892,,,0,3993.51,1.1300,0.6630,,
0.000343,54.5366517,21.2469928,64250477365329536,Pleiades,54.53675,21.2468,14.176,7.439,0.009,Simbad,54.53665,21.24699,54.5366518016285,21.2469928114521,0.001,0.001,90,64250477365329536,54.53674808037,0.0331,21.24679821527,0.0202,7.4429,0.0350,20.842,0.066,-45.197,0.046,0,4.02531e+04,7.63379e+01,14.176367,1.11356e+04,7.74938e+01,15.234599,4.37475e+04,1.93838e+02,13.159538,2.075061,,,0,4047.00,0.2935,0.1633,,
0.000470,55.2293375,22.3497133,64445988572906752,Pleiades,55.22943,22.34952,15.112,7.242,0.009,Simbad,55.22934,22.34971,55.2293374433269,22.3497134195998,0.002,0.001,90,64445988572906752,55.22943053716,0.0520,22.34952233761,0.0356,7.2380,0.0592,19.998,0.116,-44.380,0.080,0,1.70033e+04,1.04254e+01,15.112032,3.61177e+03,1.67290e+01,16.457088,2.08440e+04,2.80478e+01,13.964467,2.492621,,,0,3521.00,0.7917,0.4348,,
0.000317,54.8050083,21.8432442,64313222543810560,Pleiades,54.8051,21.84306,7.256,7.059,0.004,Simbad,54.80501,21.84324,54.8050083736486,21.8432441444328,0.003,0.002,90,64313222543810560,54.80510137085,0.0734,21.84305870160,0.0488,7.0535,0.0853,20.049,0.179,-43.071,0.114,0,2.35964e+07,7.33348e+03,7.256253,1.64717e+07,2.25667e+04,7.309544,1.05490e+07,1.88827e+04,7.203896,0.105649,,,0,8842.00,0.2245,0.1155,,
0.000255,54.764535,21.4222878,64259518272776576,Pleiades,54.76464,21.42209,16.832,7.55,0.016,Simbad,54.76453,21.42229,54.7645350711542,21.4222877752176,0.004,0.002,90,64259518272776576,54.76463554723,0.1272,21.42209035445,0.0692,7.6283,0.1199,21.724,0.287,-45.853,0.152,0,3.48863e+03,4.33757e+00,16.831726,4.69462e+02,6.78369e+00,18.672386,4.91403e+03,1.88679e+01,15.533325,3.139061,,,0,3692.03,0.8330,0.4823,,
0.000452,57.5642525,22.772275,64145577084935296,Pleiades,57.56435,22.77208,19.305,7.363,0.049,Simbad,57.56425,22.77227,57.5642523924760,22.7722749230993,0.014,0.008,90,64145577084935296,57.56434567903,0.4040,22.77207896426,0.1947,7.0585,0.4107,19.978,0.928,-45.513,0.531,0,3.57480e+02,1.03094e+00,19.305237,5.64710e+01,8.45897e+00,20.971823,6.21005e+02,7.56255e+00,17.779182,3.192640,,,0,,,,,
0.000045,55.7770753,22.2970892,64433924008996224,Pleiades,55.77718,22.29689,18.178,7.523,0.079,Simbad,55.77708,22.29709,55.7770753133109,22.2970891986775,0.007,0.004,90,64433924008996224,55.77717661386,0.2002,22.29689181027,0.1199,7.4177,0.2252,21.769,0.424,-45.845,0.282,0,1.00959e+03,2.28618e+00,18.178001,1.00960e+02,8.50699e+00,20.341010,1.54993e+03,1.12198e+01,16.786140,3.554869,,,0,,,,,
0.000588,55.7489647,22.4242647,64438841747360768,Pleiades,55.74906,22.42407,13.37,7.36,0.033,Simbad,55.74896,22.42426,55.7489647460248,22.4242648578155,0.001,0.001,90,64438841747360768,55.74906450406,0.0324,22.42407368422,0.0174,7.3968,0.0357,21.418,0.068,-44.402,0.040,0,8.46265e+04,5.33428e+01,13.369599,2.88953e+04,8.97188e+01,14.199322,8.13492e+04,1.35994e+02,12.486036,1.713285,10.99,3.57,4,4095.00,0.1427,0.0710,0.62,0.096
0.000763,57.6621406,23.2174292,64174546641593984,Pleiades,57.66223,23.21723,15.417,7.274,0.035,Simbad,57.66214,23.21743,57.6621404549960,23.2174290352345,0.002,0.001,90,64174546641593984,57.66222634901,0.0637,23.21723387690,0.0320,7.2295,0.0693,18.334,0.132,-45.327,0.085,0,1.28432e+04,6.27759e+00,15.416680,2.59739e+03,1.02667e+01,16.815046,1.60494e+04,1.54657e+01,14.248274,2.566773,,,0,3297.50,,,,
0.000602,55.5069672,22.3908142,64449321467581056,Pleiades,55.50707,22.39061,16.445,7.605,0.043,Simbad,55.50697,22.39081,55.5069672188150,22.3908140336845,0.003,0.002,90,64449321467581056,55.50706829652,0.0964,22.39061108532,0.0549,7.4973,0.0991,21.706,0.204,-47.136,0.127,0,4.98006e+03,6.42491e+00,16.445280,7.61917e+02,1.43657e+01,18.146620,6.86028e+03,3.03122e+01,15.171065,2.975555,,,0,4506.40,0.7672,0.4390,,
0.000323,55.5164169,22.4269097,64450283540250240,Pleiades,55.51651,22.42672,11.359,7.14,0.021,Simbad,55.51642,22.42691,55.5164169791242,22.4269097522029,0.004,0.002,90,64450283540250240,55.51650783428,0.1066,22.42671994885,0.0641,7.0420,0.1205,19.506,0.244,-44.083,0.145,0,5.39294e+05,1.40890e+03,11.358802,2.31777e+05,1.42549e+03,11.938712,4.28725e+05,1.70936e+03,10.681474,1.257238,7.28,1.18,8,4695.80,0.7497,0.3820,1.08,0.514
0.000531,55.5441581,22.3016075,64430939007563520,Pleiades,55.54426,22.30139,17.554,8.075,0.029,Simbad,55.54416,22.30161,55.5441579613602,22.3016075727779,0.005,0.004,90,64430939007563520,55.54426026725,0.1661,22.30139384048,0.1100,8.0496,0.1784,21.984,0.343,-49.641,0.252,0,1.79355e+03,3.92824e+00,17.554081,2.10364e+02,1.38426e+01,19.543962,2.66302e+03,2.02655e+01,16.198483,3.345480,,,0,,,,,
0.000294,55.7343003,22.37745,64438184617001472,Pleiades,55.7344,22.37725,17.863,7.401,0.058,Simbad,55.7343,22.37745,55.7343002178778,22.3774499696492,0.007,0.005,90,64438184617001472,55.73439540607,0.2161,22.37725203803,0.1291,7.0219,0.2475,20.443,0.472,-45.971,0.299,0,1.34923e+03,2.84335e+00,17.863153,1.24027e+02,8.23267e+00,20.117601,2.12000e+03,1.20936e+01,16.446077,3.671524,,,0,,,,,
0.000344,57.5887689,23.0963511,64172038380708224,Pleiades,57.58886,23.09615,11.165,7.485,0.007,Simbad,57.58877,23.09635,57.5887688388378,23.0963510228667,0.001,0.001,90,64172038380708224,57.58886081658,0.0408,23.09615125838,0.0187,7.4803,0.0434,19.650,0.083,-46.397,0.050,0,6.44432e+05,7.42041e+02,11.165423,3.10085e+05,5.92211e+02,11.622687,4.69570e+05,5.38997e+02,10.582668,1.040019,7.67,0.54,14,5175.50,0.1330,0.0603,0.87,0.486
0.000499,57.6159436,23.0653219,64168705486089216,Pleiades,57.61603,23.06513,16.997,7.154,0.039,Simbad,57.61594,23.06532,57.6159437226045,23.0653219803803,0.004,0.002,90,64168705486089216,57.61602860662,0.1149,23.06513095042,0.0560,7.1444,0.1211,18.139,0.241,-44.368,0.155,0,2.99707e+03,2.36255e+00,16.996624,4.43957e+02,8.86577e+00,18.733036,4.18454e+03,8.92188e+00,15.707800,3.025236,,,0,4188.98,0.4147,0.2760,,
0.000206,55.8797075,22.1583778,64380636350588544,Pleiades,55.8798,22.15818,10.229,7.424,0.024,Simbad,55.87971,22.15838,55.8797074420607,22.1583778197290,0.002,0.001,90,64380636350588544,55.87979915212,0.0534,22.15818094979,0.0319,7.3816,0.0623,19.727,0.122,-45.725,0.064,1,1.52693e+06,1.05600e+03,10.228818,7.85706e+05,1.03656e+03,10.613237,1.04587e+06,1.86105e+03,9.713229,0.900008,6.73,0.65,5,5467.75,0.3350,0.1573,1.19,1.135
0.000655,55.4118919,22.2779289,64441143849872512,Pleiades,55.41199,22.27774,16.588,7.395,0.043,Simbad,55.41189,22.27793,55.4118920190378,22.2779287550219,0.003,0.002,90,64441143849872512,55.41199177488,0.0889,22.27773646093,0.0549,7.5086,0.0924,21.440,0.195,-44.662,0.131,0,4.36558e+03,4.45188e+00,16.588260,6.97195e+02,1.62045e+01,18.243004,6.03044e+03,2.38763e+01,15.311048,2.931956,,,0,4670.00,0.4160,0.2430,,
0.000309,56.9756447,22.65715,64129294866302336,Pleiades,56.97574,22.65695,16.907,7.572,0.06,Simbad,56.97564,22.65715,56.9756447731471,22.6571500529257,0.004,0.003,90,64129294866302336,56.97574366210,0.1120,22.65694797242,0.0719,7.4827,0.1219,21.195,0.252,-46.935,0.174,0,3.25472e+03,4.13759e+00,16.907084,4.73963e+02,1.71082e+01,18.662027,4.52511e+03,1.61527e+01,15.622847,3.039181,,,0,4139.71,0.5610,0.3230,,
0.000383,57.8323678,23.06784,64157023175179776,Pleiades,57.83246,23.06765,17.645,7.18,0.047,Simbad,57.83237,23.06784,57.8323678998645,23.0678399461849,0.005,0.004,90,64157023175179776,57.83245913730,0.1549,23.06765128070,0.0788,7.3538,0.1655,19.496,0.316,-43.819,0.233,0,1.64892e+03,2.76123e+00,17.645365,2.19861e+02,9.17595e+00,19.496016,2.45994e+03,1.08610e+01,16.284610,3.211405,,,0,,,,,
0.000314,55.6001025,22.4211389,64449729487990912,Pleiades,55.60019,22.42095,10.203,7.25,0.018,Simbad,55.6001,22.42114,55.6001025365282,22.4211389803601,0.001,0.001,90,64449729487990912,55.60019399966,0.0478,22.42094757364,0.0285,7.2483,0.0535,19.637,0.097,-44.456,0.065,0,1.56304e+06,2.33580e+03,10.203440,8.25219e+05,3.51846e+03,10.559966,1.04679e+06,3.82534e+03,9.712268,0.847698,6.59,1.27,9,5626.00,0.2100,0.1020,1.15,1.188
0.000394,55.043695,21.74608,64297485783636352,Pleiades,55.0438,21.74586,16.467,8.142,0.036,Simbad,55.04369,21.74608,55.0436950307333,21.7460801056012,0.003,0.002,90,64297485783636352,55.04379834509,0.0796,21.74586342858,0.0507,8.0645,0.0838,22.288,0.177,-50.325,0.115,0,4.88058e+03,6.29100e+00,16.467188,7.27365e+02,8.06418e+00,18.197006,6.77206e+03,1.88617e+01,15.185117,3.011890,,,0,4287.70,0.6623,0.3917,,
0.000560,55.6847883,21.8536525,64346276612274816,Pleiades,55.68489,21.85345,17.002,7.607,0.011,Simbad,55.68479,21.85365,55.6847884380427,21.8536524119514,0.003,0.003,90,64346276612274816,55.68488607268,0.1176,21.85345124174,0.0757,7.5600,0.1281,21.047,0.225,-46.723,0.162,0,2.98176e+03,4.05810e+00,17.002182,4.09039e+02,8.48564e+00,18.821976,4.25034e+03,1.42318e+01,15.690861,3.131115,,,0,4063.65,0.6280,0.3700,,
0.000704,55.4566494,22.4936078,64453887017111808,Pleiades,55.45675,22.49341,17.796,7.446,0.052,Simbad,55.45665,22.49361,55.4566495336495,22.4936076483905,0.007,0.004,90,64453887017111808,55.45674884832,0.1941,22.49340923348,0.1064,7.2273,0.1989,21.312,0.423,-46.083,0.236,0,1.43566e+03,2.16160e+00,17.795740,1.74764e+02,1.10934e+01,19.745258,2.13287e+03,1.78470e+01,16.439508,3.305750,,,0,,,,,
0.000455,56.3759372,24.3126553,65281239453865856,Pleiades,56.37603,24.31245,14.628,7.443,0.065,Simbad,56.37594,24.31266,56.3759373292978,24.3126552542436,0.002,0.001,90,65281239453865856,56.37602671920,0.0447,24.31245144425,0.0290,7.3654,0.0495,18.920,0.097,-47.337,0.069,0,2.65514e+04,4.00597e+01,14.628149,6.83981e+03,6.05215e+01,15.763778,3.08481e+04,1.04849e+02,13.538848,2.224930,,,0,4147.31,0.3485,0.1870,,
0.000419,56.4176892,24.2891094,65277975278721408,Pleiades,56.41779,24.28891,16.803,7.396,0.088,Simbad,56.41769,24.28911,56.4176891702868,24.2891095131053,0.004,0.002,90,65277975278721408,56.41779360331,0.1095,24.28891366448,0.0723,7.4439,0.1232,22.108,0.228,-45.487,0.143,0,3.58056e+03,5.57927e+00,16.803490,1.04191e+03,2.25208e+01,17.806818,5.03741e+03,3.49155e+01,15.506402,2.300416,,,0,3636.75,,,,
0.000384,58.6015925,22.6890981,65393698877913728,Pleiades,58.60168,22.68891,17.066,7.262,0.037,Simbad,58.60159,22.6891,58.6015926080331,22.6890980616834,0.003,0.002,90,65393698877913728,58.60168384000,0.1103,22.68890506961,0.0561,7.2934,0.1177,19.550,0.222,-44.824,0.153,0,2.81125e+03,2.56678e+00,17.066118,3.83439e+02,9.85792e+00,18.892149,3.98932e+03,9.76112e+00,15.759674,3.132475,,,0,3770.21,0.6210,0.3742,,
0.000228,56.3532628,24.3459622,65282098447322752,Pleiades,56.35336,24.34578,16.236,7.053,0.031,Simbad,56.35326,24.34596,56.3532628468921,24.3459622468232,0.003,0.002,90,65282098447322752,56.35335693768,0.0948,24.34577563578,0.0631,7.0952,0.1051,19.910,0.211,-43.342,0.138,0,6.03959e+03,8.90090e+00,16.235847,1.23332e+03,1.89229e+01,17.623701,8.19008e+03,3.24932e+01,14.978700,2.645001,,,0,4218.31,0.3130,0.1800,,
0.000371,59.3305067,23.4605169,65544538129847936,Pleiades,59.33059,23.46033,17.22,7.089,0.044,Simbad,59.33051,23.46052,59.3305066206278,23.4605169728181,0.004,0.002,90,65544538129847936,59.33058928549,0.1336,23.46032872476,0.0635,7.2237,0.1405,17.612,0.237,-43.722,0.155,0,2.43912e+03,2.28616e+00,17.220285,3.40452e+02,8.11764e+00,19.021250,3.52342e+03,9.46411e+00,15.894508,3.126741,,,0,,,,,
0.000394,56.1162778,23.9999697,65244435877629824,Pleiades,56.11637,23.99978,17.887,7.303,0.089,Simbad,56.11628,23.99997,56.1162779047379,23.9999697533832,0.005,0.004,90,65244435877629824,56.11636525353,0.1730,23.99977534718,0.1210,7.4458,0.1955,18.534,0.336,-45.152,0.258,0,1.32046e+03,2.46191e+00,17.886549,2.23879e+02,1.38443e+01,19.476357,2.02302e+03,1.45380e+01,16.496922,2.979435,,,0,,,,,
0.000413,56.1145511,24.23813,65285633203088768,Pleiades,56.11466,24.23792,16.824,8.035,0.026,Simbad,56.11455,24.23813,56.1145509806241,24.2381299638984,0.004,0.003,90,65285633203088768,56.11465573429,0.1139,24.23791792465,0.0812,8.1190,0.1237,22.185,0.229,-49.248,0.188,0,3.51233e+03,5.22217e+00,16.824377,5.66627e+02,1.60011e+01,18.468143,5.11442e+03,1.85519e+01,15.489929,2.978214,,,0,4387.69,0.3987,0.2363,,
0.000415,58.6311608,22.6504975,65392801227714048,Pleiades,58.63124,22.6503,18.904,7.203,0.088,Simbad,58.63116,22.6505,58.6311608297858,22.6504976119768,0.010,0.006,90,65392801227714048,58.63124124447,0.3202,22.65030335952,0.1602,7.0159,0.3451,17.236,0.626,-45.117,0.398,0,5.17257e+02,1.43407e+00,18.904099,5.57336e+01,8.56418e+00,20.986095,8.60479e+02,7.43860e+00,17.425070,3.561026,,,0,,,,,
0.000091,56.0739436,24.4463867,65293368441513344,Pleiades,56.07404,24.44619,15.421,7.286,0.014,Simbad,56.07394,24.44639,56.0739435861292,24.4463866781466,0.002,0.001,90,65293368441513344,56.07403906864,0.0653,24.44619409396,0.0400,7.3213,0.0671,20.188,0.139,-44.729,0.090,0,1.27979e+04,2.34583e+01,15.420517,2.55542e+03,1.85078e+01,16.832731,1.61741e+04,6.77000e+01,14.239871,2.592860,,,0,3994.35,0.6470,0.3550,,
0.000232,56.0505675,23.8770889,65241863193865856,Pleiades,56.05066,23.87689,16.551,7.307,0.013,Simbad,56.05057,23.87709,56.0505675297521,23.8770888415147,0.004,0.003,90,65241863193865856,56.05066193133,0.1128,23.87689417645,0.0719,7.2779,0.1279,20.049,0.246,-45.213,0.178,0,4.51612e+03,4.96537e+00,16.551453,7.33318e+02,1.43259e+01,18.188158,6.25870e+03,1.64056e+01,15.270710,2.917448,,,0,4625.06,0.4567,0.2980,,
0.000576,59.0242092,22.4394753,65330099002345216,Pleiades,59.0243,22.43927,12.867,7.67,0.029,Simbad,59.02421,22.43948,59.0242090270714,22.4394752968419,0.001,0.001,90,65330099002345216,59.02430452339,0.0398,22.43927133978,0.0194,7.6728,0.0439,20.500,0.079,-47.371,0.053,0,1.34502e+05,1.32405e+02,12.866541,4.92982e+04,1.68060e+02,13.619309,1.24184e+05,2.93566e+02,12.026753,1.592556,6.25,1.07,18,4308.21,0.3370,0.1620,0.64,0.126
0.000698,56.2861656,24.4026781,65294429297360000,Pleiades,56.28626,24.40249,18.867,7.2,0.059,Simbad,56.28617,24.40268,56.2861654946067,24.4026779316491,0.011,0.007,90,65294429297360000,56.28626291200,0.3276,24.40248939360,0.2046,7.6314,0.3807,20.605,0.688,-43.789,0.423,0,5.34996e+02,2.15051e+00,18.867490,2.91662e+02,2.74026e+01,19.189190,9.07347e+02,1.18174e+01,17.367487,1.821703,,,0,,,,,
0.000819,56.3047369,24.2566156,65280552259109760,Pleiades,56.30484,24.25642,17.233,7.678,0.092,Simbad,56.30474,24.25662,56.3047370475952,24.2566154166841,0.005,0.003,90,65280552259109760,56.30484331408,0.1415,24.25641520201,0.0871,7.8985,0.1544,22.502,0.306,-46.501,0.199,0,2.41097e+03,4.30212e+00,17.232887,4.53679e+02,1.14990e+01,18.709515,3.47376e+03,1.63037e+01,15.909921,2.799594,,,0,,,,,
0.000100,55.8379314,24.1859042,65264506261240448,Pleiades,55.83802,24.18571,17.479,7.397,0.069,Simbad,55.83793,24.1859,55.8379314253224,24.1859041844236,0.004,0.003,90,65264506261240448,55.83802148930,0.1202,24.18570770618,0.0803,7.4678,0.1393,19.082,0.245,-45.634,0.172,0,1.92146e+03,2.71710e+00,17.479286,3.10126e+02,9.22949e+00,19.122543,2.77440e+03,1.11313e+01,16.153997,2.968546,,,0,,,,,
0.000293,56.2008964,24.2894706,65287458566524928,Pleiades,56.20099,24.28927,5.427,7.406,0.045,Simbad,56.2009,24.28947,56.2008964247716,24.2894705217231,0.005,0.004,90,65287458566524928,56.20098931653,0.1555,24.28927388310,0.1229,7.5234,0.1764,19.665,0.301,-45.671,0.271,0,1.27258e+08,2.13496e+05,5.426652,9.29761e+07,1.60271e+05,5.430460,5.21939e+07,2.94439e+05,5.467871,-0.037411,,,0,9644.00,0.1695,0.0797,,
0.000354,56.3172,24.1211953,65270450496044416,Pleiades,56.31729,24.121,15.208,7.503,0.058,Simbad,56.3172,24.1212,56.3172000921815,24.1211952489252,0.002,0.002,90,65270450496044416,56.31729480043,0.0640,24.12100097156,0.0409,7.6285,0.0664,20.076,0.129,-45.122,0.098,0,1.55643e+04,1.46088e+01,15.208042,3.49060e+03,3.27205e+01,16.494137,1.91621e+04,7.03565e+01,14.055811,2.438326,,,0,3407.67,0.3087,0.1517,,
0.000309,56.4864122,24.3688781,65283094877491200,Pleiades,56.48651,24.36869,17.724,7.228,0.053,Simbad,56.48641,24.36888,56.4864121546733,24.3688781753841,0.006,0.003,90,65283094877491200,56.48650944093,0.1913,24.36868550953,0.1026,7.1794,0.2185,20.582,0.400,-44.748,0.218,0,1.53307e+03,3.41984e+00,17.724459,8.04823e+02,1.84358e+01,18.087137,2.36172e+03,1.58346e+01,16.328848,1.758289,,,0,,,,,
0.000218,56.1832642,24.2312097,65275089060719104,Pleiades,56.18337,24.23101,11.19,7.433,0.043,Simbad,56.18326,24.23121,56.1832641593640,24.2312096522685,0.001,0.001,90,65275089060719104,56.18336553543,0.0453,24.23100970764,0.0306,7.3970,0.0496,21.471,0.090,-46.439,0.071,0,6.29886e+05,1.29140e+03,11.190211,3.05632e+05,8.83020e+02,11.638392,4.54410e+05,1.36565e+03,10.618300,1.020093,6.06,0.64,6,5118.00,0.0740,0.0360,0.89,0.490
0.000275,56.1993331,24.2146508,65275020341243520,Pleiades,56.19942,24.21446,16.489,7.218,0.03,Simbad,56.19933,24.21465,56.1993330815786,24.2146508744244,0.003,0.002,90,65275020341243520,56.19942422752,0.0957,24.21445701444,0.0685,7.1598,0.1051,19.307,0.194,-45.026,0.158,0,4.78356e+03,9.44287e+00,16.488987,9.02044e+02,2.23533e+01,17.963320,6.67669e+03,2.99329e+01,15.200517,2.762803,,,0,3904.36,0.2130,0.1210,,
0.000110,56.3872428,24.3032353,65281166437426176,Pleiades,56.38734,24.30304,13.029,7.477,0.027,Simbad,56.38724,24.30324,56.3872427703438,24.3032353142591,0.001,0.001,90,65281166437426176,56.38733921835,0.0308,24.30304052975,0.0168,7.5198,0.0339,20.416,0.063,-45.240,0.038,0,1.15853e+05,3.45718e+02,13.028597,4.23218e+04,5.22322e+02,13.784978,1.07960e+05,7.63655e+02,12.178761,1.606217,4.96,10.76,8,4370.33,0.2720,0.1405,0.58,0.110
0.000406,59.8646853,23.1237878,65471729844532864,Pleiades,59.86478,23.12359,12.844,7.269,0.057,Simbad,59.86469,23.12379,59.8646852097169,23.1237877235726,0.001,0.001,90,65471729844532864,59.86477742596,0.0430,23.12359417127,0.0191,7.2674,0.0470,19.697,0.079,-44.954,0.050,1,1.37326e+05,2.07882e+02,12.843982,5.16761e+04,2.78386e+02,13.568164,1.24889e+05,5.07088e+02,12.020607,1.547557,8.68,10.68,14,4465.33,,,0.61,0.134
0.000445,56.4136861,24.1390689,65269935099961600,Pleiades,56.41378,24.13887,17.212,7.372,0.02,Simbad,56.41369,24.13907,56.4136861627398,24.1390687904568,0.004,0.002,90,65269935099961600,56.41377906743,0.1175,24.13887197049,0.0738,7.3491,0.1324,19.691,0.238,-45.713,0.159,0,2.45868e+03,3.31753e+00,17.211610,4.40854e+02,1.17412e+01,18.740652,3.57788e+03,1.43888e+01,15.877855,2.862797,,,0,,,,,
0.000329,55.9313256,24.2139606,65265674492422784,Pleiades,55.93142,24.21376,17.796,7.407,0.01,Simbad,55.93133,24.21396,55.9313256934330,24.2139605668467,0.005,0.003,90,65265674492422784,55.93142197013,0.1476,24.21376417431,0.0955,7.4527,0.1654,20.394,0.301,-45.614,0.218,0,1.43584e+03,2.39335e+00,17.795597,2.11913e+02,9.01255e+00,19.535995,2.15509e+03,1.23604e+01,16.428255,3.107740,,,0,,,,,
0.000180,60.1676883,23.4483831,65507807569730304,Pleiades,60.16778,23.44818,17.008,7.73,0.035,Simbad,60.16769,23.44838,60.1676883258568,23.4483830559749,0.006,0.003,90,65507807569730304,60.16777750816,0.1925,23.44817636291,0.0730,7.8752,0.2049,19.003,0.378,-48.006,0.184,0,2.96602e+03,2.80763e+00,17.007930,3.58836e+02,8.62805e+00,18.964150,4.33616e+03,1.39224e+01,15.669156,3.294993,,,0,4137.81,0.9133,0.5462,,
0.000572,56.1333333,23.8750508,65241313435901568,Pleiades,56.13343,23.87486,14.34,7.417,0.025,Simbad,56.13333,23.87505,56.1333334392890,23.8750508948582,0.001,0.001,90,65241313435901568,56.13342610768,0.0407,23.87485556414,0.0245,7.4462,0.0450,19.681,0.083,-45.367,0.056,0,3.46214e+04,2.33587e+01,14.340005,1.29902e+04,6.71804e+02,15.067351,5.83944e+04,1.90320e+03,12.845991,2.221360,,,0,4274.33,,,,
