angDist,_RAJ2000,_DEJ2000,Source,Cluster,RAdeg,DEdeg,Gmag,plx,e_plx,Simbad,_RA,_DE,ra_epoch2000,dec_epoch2000,errHalfMaj,errHalfMin,errPosAng,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,duplicated_source,phot_g_mean_flux,phot_g_mean_flux_error,phot_g_mean_mag,phot_bp_mean_flux,phot_bp_mean_flux_error,phot_bp_mean_mag,phot_rp_mean_flux,phot_rp_mean_flux_error,phot_rp_mean_mag,bp_rp,radial_velocity,radial_velocity_error,rv_nb_transits,teff_val,a_g_val,e_bp_min_rp_val,radius_val,lum_val
0.000321,129.9398947,20.0043953,664325543977630464,Praesepe,129.93973,20.00434,17.999,5.46,0.016,Simbad,129.93989,20.0044,129.9398946182641,20.0043952548349,0.005,0.003,90,664325543977630464,129.93972672698,0.1533,20.00433856416,0.1113,5.3923,0.2179,-36.641,0.323,-13.167,0.208,0,1.19015e+03,2.15579e+00,17.999360,9.69844e+02,1.75599e+01,17.884634,4.95112e+02,1.21974e+01,18.025160,-0.140526,,,0,,,,,
0.000729,129.6057344,20.3558247,664396294976119680,Praesepe,129.60556,20.35577,18.108,5.61,0.056,Simbad,129.60573,20.35582,129.6057345431237,20.3558248516610,0.006,0.003,90,664396294976119680,129.60556298471,0.1753,20.35576830951,0.1201,5.1315,0.2693,-37.357,0.385,-13.132,0.222,0,1.07678e+03,1.95004e+00,18.108050,1.60504e+02,9.25860e+00,19.837671,1.55768e+03,1.00968e+01,16.780722,3.056950,,,0,,,,,
0.000231,129.96982,20.0181003,664325616994522880,Praesepe,129.96965,20.01804,16.41,5.39,0.021,Simbad,129.96982,20.0181,129.9698200031631,20.0181002357770,0.003,0.002,90,664325616994522880,129.96965440857,0.0785,20.01804195500,0.0528,5.4638,0.1098,-36.137,0.164,-13.536,0.104,0,5.14311e+03,5.62088e+00,16.410301,1.02459e+03,9.68856e+00,17.825008,6.68532e+03,1.60546e+01,15.199115,2.625894,,,0,3861.95,0.3557,0.2237,,
0.000468,130.1107133,20.2536544,664425054076741120,Praesepe,130.11055,20.2536,15.678,5.239,0.042,Simbad,130.11071,20.25365,130.1107134384099,20.2536543935093,0.002,0.001,90,664425054076741120,130.11055319469,0.0504,20.25359583955,0.0329,5.2794,0.0613,-34.917,0.101,-13.600,0.069,0,1.00942e+04,7.57535e+00,15.678181,2.29721e+03,1.08506e+01,16.948387,1.21907e+04,1.87071e+01,14.546851,2.401536,,,0,3648.46,0.5563,0.3047,,
0.000467,129.6719914,19.9964186,664323825990708352,Praesepe,129.67183,19.99637,18.629,5.107,0.036,Simbad,129.67199,19.99642,129.6719913267893,19.9964187100846,0.010,0.006,90,664323825990708352,129.67183266575,0.3383,19.99636530683,0.1986,5.8703,0.4411,-34.629,0.666,-12.403,0.382,0,6.66336e+02,1.88956e+00,18.629133,1.00179e+02,6.96709e+00,20.349451,1.04357e+03,2.46737e+01,17.215620,3.133831,,,0,,,,,
0.000291,130.3102167,20.9962164,664537032463944960,Praesepe,130.31005,20.99616,17.752,5.29,0.02,Simbad,130.31022,20.99622,130.3102167786685,20.9962163662923,0.007,0.004,90,664537032463944960,130.31005331707,0.2204,20.99615635567,0.1458,5.1251,0.2978,-35.445,0.455,-13.938,0.280,0,1.49502e+03,1.84394e+00,17.751745,2.22023e+02,7.32869e+00,19.485394,2.10923e+03,1.36418e+01,16.451609,3.033785,,,0,,,,,
0.000297,129.7786658,20.3484089,664349874969575680,Praesepe,129.7785,20.34835,15.301,5.339,0.065,Simbad,129.77867,20.34841,129.7786658867876,20.3484089140651,0.001,0.001,90,664349874969575680,129.77850250436,0.0468,20.34834782150,0.0294,5.2600,0.0617,-35.579,0.093,-14.189,0.055,0,1.42884e+04,1.03802e+01,15.300904,3.58582e+03,2.43093e+01,16.464916,1.65051e+04,4.29325e+01,14.217877,2.247039,,,0,3552.00,0.3007,0.1645,0.57,0.046
0.000476,130.04177,20.4189558,664442233945917440,Praesepe,130.0416,20.41889,14.68,5.391,0.057,Simbad,130.04177,20.41896,130.0417699306834,20.4189559152229,0.001,0.001,90,664442233945917440,130.04160395274,0.0445,20.41889388535,0.0281,5.3616,0.0526,-36.128,0.087,-14.407,0.058,0,2.53216e+04,1.14041e+01,14.679636,6.33703e+03,2.25066e+01,15.846673,2.89972e+04,4.87062e+01,13.606031,2.240642,,,0,3522.00,,,0.76,0.081
0.000473,130.1456308,20.6010661,664451609857973376,Praesepe,130.14546,20.60101,18.065,5.567,0.037,Simbad,130.14563,20.60107,130.1456308919889,20.6010660008738,0.006,0.004,90,664451609857973376,130.14545749428,0.2212,20.60100658435,0.1192,5.7443,0.2506,-37.698,0.419,-13.800,0.256,0,1.12066e+03,1.86695e+00,18.064686,1.64131e+02,1.02731e+01,19.813410,1.64721e+03,1.51220e+01,16.720045,3.093365,,,0,,,,,
0.000063,129.7358089,20.8577278,664520294975172608,Praesepe,129.73564,20.85767,17.281,5.439,0.026,Simbad,129.73581,20.85773,129.7358089166204,20.8577278082626,0.004,0.002,90,664520294975172608,129.73564278338,0.1245,20.85766594912,0.0801,5.3441,0.1746,-36.057,0.253,-14.367,0.156,0,2.30585e+03,2.52199e+00,17.281286,3.03673e+02,9.13090e+00,19.145374,3.32219e+03,1.57832e+01,15.958360,3.187015,,,0,,,,,
0.000406,130.3655272,21.0613619,664539094048241536,Praesepe,130.36535,21.0613,16.677,5.603,0.031,Simbad,130.36553,21.06136,130.3655272828397,21.0613619822718,0.003,0.002,90,664539094048241536,130.36535349379,0.1110,21.06130101860,0.0645,5.3624,0.1390,-37.667,0.206,-14.159,0.122,0,4.02192e+03,5.20864e+00,16.677282,6.83852e+02,9.04033e+00,18.263983,5.41548e+03,2.13980e+01,15.427828,2.836155,,,0,3658.03,0.9163,0.4808,,
0.000156,129.6627367,20.1707733,664343896375336320,Praesepe,129.66257,20.17071,16.064,5.567,0.08,Simbad,129.66274,20.17077,129.6627366550129,20.1707732899227,0.002,0.001,90,664343896375336320,129.66256668739,0.0810,20.17071415499,0.0462,5.2937,0.0934,-37.055,0.150,-13.735,0.093,0,7.07417e+03,7.18201e+00,16.064177,1.32173e+03,1.21830e+01,17.548534,9.18081e+03,2.60638e+01,14.854718,2.693816,,,0,3775.10,1.1467,0.6717,,
0.000089,129.8636328,20.7330628,664505898245002496,Praesepe,129.86347,20.733,18.867,5.352,0.061,Simbad,129.86363,20.73306,129.8636327811111,20.7330628174141,0.011,0.006,90,664505898245002496,129.86346960817,0.3148,20.73299967044,0.1989,5.4966,0.4728,-35.444,0.687,-14.666,0.392,0,5.35459e+02,1.40512e+00,18.866550,9.01911e+01,9.76886e+00,20.463480,8.33990e+02,1.10620e+01,17.459019,3.004461,,,0,,,,,
0.000653,130.1578589,20.3382994,664429005446645376,Praesepe,130.15769,20.33824,14.389,5.252,0.026,Simbad,130.15786,20.3383,130.1578587571575,20.3382995223235,0.001,0.001,90,664429005446645376,130.15769433451,0.0270,20.33824311095,0.0175,5.2364,0.0327,-35.808,0.054,-13.102,0.036,0,3.30889e+04,9.94373e+00,14.389160,1.02261e+04,2.84281e+01,15.327115,3.40044e+04,5.26410e+01,13.433084,1.894032,,,0,3958.33,0.4420,0.2200,0.61,0.082
0.000305,129.6421442,20.7748044,664513594826132480,Praesepe,129.64197,20.77474,17.347,5.654,0.057,Simbad,129.64214,20.7748,129.6421441361152,20.7748044600963,0.004,0.003,90,664513594826132480,129.64197272774,0.1378,20.77474298590,0.0934,5.1324,0.1860,-37.223,0.275,-14.278,0.168,0,2.16959e+03,2.92234e+00,17.347422,3.62312e+02,1.17479e+01,18.953682,2.96108e+03,7.06525e+00,16.083296,2.870386,,,0,,,,,
0.000603,130.0054036,20.1356317,664328915529295232,Praesepe,130.00524,20.13557,9.565,5.359,0.09,Simbad,130.0054,20.13563,130.0054037138166,20.1356315710972,0.001,0.001,90,664328915529295232,130.00523861325,0.0397,20.13557198625,0.0282,5.2130,0.0555,-36.002,0.083,-13.839,0.053,0,2.81385e+06,6.78904e+02,9.565113,1.66021e+06,1.28009e+03,9.800978,1.65767e+06,1.19229e+03,9.213176,0.587802,,,0,6610.79,0.5770,0.2860,1.53,4.005
0.000588,129.9932269,20.1582472,664329190407201280,Praesepe,129.99306,20.15819,8.826,5.539,0.082,Simbad,129.99323,20.15825,129.9932269118499,20.1582473629641,0.001,0.001,90,664329190407201280,129.99305576860,0.0435,20.15818751603,0.0294,5.3886,0.0571,-37.315,0.089,-13.900,0.055,0,5.55983e+06,1.25248e+03,8.825713,3.47196e+06,3.89005e+03,8.999952,3.02264e+06,2.97348e+03,8.560953,0.438999,,,0,7194.60,,,1.76,7.467
0.000296,129.2251631,19.6171517,664286721770683136,Praesepe,129.225,19.6171,17.843,5.275,0.018,Simbad,129.22516,19.61715,129.2251631587627,19.6171517609721,0.005,0.004,90,664286721770683136,129.22500345509,0.1764,19.61709578417,0.1145,5.4497,0.2304,-34.940,0.349,-13.001,0.232,0,1.37471e+03,2.29835e+00,17.842836,2.52822e+02,1.84821e+01,19.344353,1.96392e+03,2.00099e+01,16.529112,2.815241,,,0,,,,,
0.000432,129.1270889,19.9205433,664353757620109440,Praesepe,129.12692,19.92049,18.066,5.482,0.047,Simbad,129.12709,19.92054,129.1270890021865,19.9205433720656,0.005,0.003,90,664353757620109440,129.12692439837,0.1915,19.92048602476,0.1076,5.1077,0.2276,-35.943,0.351,-13.319,0.222,0,1.11941e+03,1.92311e+00,18.065895,1.96336e+02,1.51930e+01,19.618890,1.63932e+03,9.18695e+00,16.725262,2.893629,,,0,,,,,
0.000597,130.3179544,20.8152272,664481743348692352,Praesepe,130.31779,20.81517,18.748,5.428,0.013,Simbad,130.31795,20.81523,130.3179544434655,20.8152273608678,0.010,0.006,90,664481743348692352,130.31778518565,0.2922,20.81516679851,0.1920,5.6772,0.4189,-36.746,0.624,-14.066,0.360,0,5.96999e+02,1.20214e+00,18.748432,6.95563e+01,5.58074e+00,20.745548,9.11443e+02,9.84987e+00,17.362597,3.382952,,,0,,,,,
0.000164,129.0662514,20.1202442,664366024046570112,Praesepe,129.06609,20.12019,14.926,5.339,0.042,Simbad,129.06625,20.12024,129.0662513636084,20.1202442301238,0.001,0.001,90,664366024046570112,129.06608891095,0.0426,20.12018888061,0.0261,5.2975,0.0593,-35.428,0.085,-12.855,0.055,0,2.01760e+04,8.43174e+00,14.926280,5.63180e+03,1.78962e+01,15.974770,2.19797e+04,2.94388e+01,13.906867,2.067903,,,0,3740.00,0.2420,0.1437,0.57,0.056
0.000614,129.38513,19.5216658,664281396011231744,Praesepe,129.38497,19.52161,15.271,5.27,0.053,Simbad,129.38513,19.52167,129.3851301337109,19.5216659150611,0.001,0.001,90,664281396011231744,129.38497228119,0.0402,19.52160817065,0.0263,5.3239,0.0558,-34.555,0.084,-13.412,0.056,1,1.46849e+04,1.43207e+01,15.271186,3.52801e+03,1.93799e+01,16.482563,1.72529e+04,4.27186e+01,14.169763,2.312800,,,0,3994.45,,,,
0.000264,129.7258331,19.8623681,664316644805338624,Praesepe,129.72567,19.86231,18.454,5.342,0.052,Simbad,129.72583,19.86237,129.7258330882314,19.8623680275250,0.008,0.005,90,664316644805338624,129.72567020279,0.2462,19.86230721220,0.1595,5.7471,0.3874,-35.581,0.538,-14.125,0.313,0,7.83175e+02,1.78053e+00,18.453718,1.18441e+02,8.65165e+00,20.167630,1.17681e+03,1.00683e+01,17.085157,3.082472,,,0,,,,,
0.000294,130.1326819,20.2016725,664422683254834304,Praesepe,130.13252,20.20161,11.339,5.474,0.063,Simbad,130.13268,20.20167,130.1326819825712,20.2016725257678,0.001,0.001,90,664422683254834304,130.13251642913,0.0336,20.20161268369,0.0241,5.5325,0.0426,-36.086,0.068,-13.899,0.048,0,5.49269e+05,6.18929e+02,11.338902,2.80856e+05,5.17416e+02,11.730179,3.77212e+05,4.01411e+02,10.820456,0.909723,35.63,0.76,8,5566.00,0.0848,0.0455,0.91,0.720
0.000144,129.359955,19.4868975,664281018054115968,Praesepe,129.35979,19.48684,13.371,5.403,0.015,Simbad,129.35995,19.4869,129.3599549702107,19.4868975285941,0.001,0.000,90,664281018054115968,129.35979224463,0.0255,19.48684178408,0.0159,5.4113,0.0352,-35.629,0.055,-12.947,0.032,0,8.45145e+04,2.90737e+01,13.371038,3.21347e+04,4.66104e+01,14.083954,7.53484e+04,1.11275e+02,12.569235,1.514719,34.53,3.15,5,4554.99,0.3805,0.1820,0.61,0.143
0.000502,129.9763625,20.5602117,664452954184200704,Praesepe,129.9762,20.56015,9.237,5.347,0.035,Simbad,129.97636,20.56021,129.9763625928664,20.5602115908264,0.001,0.001,90,664452954184200704,129.97619860995,0.0388,20.56015270745,0.0267,5.4020,0.0540,-35.660,0.081,-13.676,0.051,0,3.80663e+06,7.42117e+02,9.237013,2.28265e+06,2.24013e+03,9.455288,2.19152e+06,2.81945e+03,8.910058,0.545230,37.44,0.98,9,6740.00,0.8580,0.4237,1.65,5.048
0.000479,128.8668617,20.1963414,664376435047303168,Praesepe,128.8667,20.19628,10.185,5.498,0.083,Simbad,128.86686,20.19634,128.8668616095767,20.1963415023997,0.003,0.002,90,664376435047303168,128.86669819813,0.1031,20.19628119084,0.0665,5.0725,0.1315,-35.620,0.197,-14.008,0.132,0,1.58932e+06,5.80852e+02,10.185340,8.73530e+05,9.38404e+02,10.498194,1.02142e+06,1.29081e+03,9.738908,0.759286,39.25,5.50,9,5900.00,0.3157,0.1363,1.49,2.423
0.000141,130.2186594,20.2665208,664424641759918720,Praesepe,130.2185,20.26646,8.419,5.197,0.03,Simbad,130.21866,20.26652,130.2186594255952,20.2665207689242,0.001,0.001,90,664424641759918720,130.21849701673,0.0430,20.26646468089,0.0279,5.1579,0.0496,-35.386,0.085,-13.027,0.066,0,8.08679e+06,3.30627e+03,8.418925,5.18268e+06,5.40252e+03,8.565002,4.21914e+06,5.48485e+03,8.198859,0.366143,,,0,7620.75,0.7960,0.3750,1.99,12.077
0.000690,129.8611167,20.4312083,664444639127529728,Praesepe,129.86095,20.43115,16.405,5.281,0.041,Simbad,129.86112,20.43121,129.8611165860087,20.4312084590011,0.003,0.002,90,664444639127529728,129.86095314686,0.1032,20.43115204445,0.0546,5.4838,0.1300,-35.572,0.184,-13.103,0.112,0,5.16843e+03,5.50278e+00,16.404968,9.15998e+02,2.01463e+01,17.946651,6.85117e+03,1.97806e+01,15.172507,2.774144,,,0,4068.61,,,,
0.000364,129.4192264,19.5508769,664281911407300480,Praesepe,129.41905,19.55082,16.576,5.79,0.061,Simbad,129.41923,19.55088,129.4192262928348,19.5508768985495,0.003,0.002,90,664281911407300480,129.41905186926,0.0940,19.55081693489,0.0636,5.4893,0.1250,-38.176,0.193,-13.927,0.141,0,4.41338e+03,7.65642e+00,16.576437,8.04642e+02,1.15640e+01,18.087381,5.77304e+03,2.07543e+01,15.358408,2.728973,,,0,4097.06,,,,
0.000361,129.5103072,20.6212361,664509987053483008,Praesepe,129.51014,20.62118,18.261,5.457,0.074,Simbad,129.51031,20.62124,129.5103072616209,20.6212360180017,0.006,0.004,90,664509987053483008,129.51014004785,0.2031,20.62117960234,0.1279,5.0673,0.2346,-36.348,0.367,-13.103,0.266,0,9.35317e+02,1.65818e+00,18.260970,1.30930e+02,6.37128e+00,20.058788,1.40726e+03,1.64850e+01,16.890982,3.167807,,,0,,,,,
0.000147,128.9594108,19.8500186,664352692468240896,Praesepe,128.95925,19.84996,17.508,5.28,0.01,Simbad,128.95941,19.85002,128.9594108402224,19.8500185847188,0.005,0.003,90,664352692468240896,128.95925255396,0.1495,19.84996191264,0.0894,5.2166,0.1763,-34.579,0.294,-13.163,0.169,0,1.87195e+03,2.63983e+00,17.507631,3.42597e+02,1.65104e+01,19.014431,2.64811e+03,2.37887e+01,16.204580,2.809851,,,0,,,,,
0.000670,128.9448958,19.8709253,664352761187716352,Praesepe,128.94472,19.87087,14.0,5.824,0.032,Simbad,128.9449,19.87093,128.9448956968093,19.8709251412319,0.001,0.001,90,664352761187716352,128.94471989235,0.0330,19.87086503168,0.0220,5.8229,0.0464,-38.401,0.070,-13.961,0.040,0,4.73580e+04,1.50158e+01,13.999883,1.52612e+04,5.15740e+01,14.892420,4.74255e+04,6.95248e+01,13.071891,1.820529,,,0,4084.07,0.6060,0.2630,0.59,0.087
0.000339,129.3877614,20.6694528,664420381152602496,Praesepe,129.3876,20.6694,17.561,5.284,0.03,Simbad,129.38776,20.66945,129.3877614980198,20.6694527785527,0.005,0.003,90,664420381152602496,129.38760010609,0.1553,20.66939675494,0.0877,5.1242,0.2362,-35.072,0.325,-13.012,0.177,0,1.78236e+03,2.48079e+00,17.560879,3.13563e+02,1.44414e+01,19.110577,2.42056e+03,1.41646e+01,16.302132,2.808445,,,0,,,,,
0.000209,130.3369536,20.3465614,664431204469943808,Praesepe,130.33679,20.3465,15.75,5.159,0.088,Simbad,130.33695,20.34656,130.3369535602595,20.3465614444205,0.002,0.001,90,664431204469943808,130.33679154677,0.0499,20.34650312121,0.0285,5.0316,0.0603,-35.281,0.098,-13.546,0.060,0,9.44983e+03,6.06634e+00,15.749805,2.18297e+03,1.10271e+01,17.003767,1.13038e+04,2.35328e+01,14.628861,2.374906,,,0,3940.30,0.5400,0.3047,,
0.000201,129.5624014,20.5678217,664403991557398784,Praesepe,129.56224,20.56776,11.245,5.282,0.044,Simbad,129.5624,20.56782,129.5624013420681,20.5678216867058,0.002,0.001,90,664403991557398784,129.56224039754,0.0540,20.56776085132,0.0372,5.3950,0.0901,-34.998,0.128,-14.130,0.070,0,5.99006e+05,8.46648e+02,11.244787,3.06959e+05,5.75973e+02,11.633686,4.07828e+05,5.63381e+02,10.735727,0.897959,35.75,0.68,8,5607.00,0.0930,0.0403,0.96,0.823
0.000527,129.3520806,19.7866628,664301427738676992,Praesepe,129.35192,19.7866,17.499,5.445,0.05,Simbad,129.35208,19.78666,129.3520806191183,19.7866626546855,0.004,0.003,90,664301427738676992,129.35191765474,0.1631,19.78660194464,0.0960,5.3165,0.2220,-35.615,0.287,-14.100,0.184,0,1.88766e+03,2.73914e+00,17.498556,3.32232e+02,1.30414e+01,19.047785,2.65205e+03,1.60787e+01,16.202963,2.844822,,,0,,,,,
0.000421,129.7083622,20.0676494,664324684984105728,Praesepe,129.7082,20.06759,10.657,5.238,0.068,Simbad,129.70836,20.06765,129.7083622901482,20.0676493192257,0.002,0.001,90,664324684984105728,129.70820204971,0.0621,20.06758991188,0.0366,5.4324,0.0719,-34.958,0.121,-13.798,0.070,1,1.02884e+06,2.91542e+02,10.657494,5.66048e+05,4.13198e+02,10.969255,6.63518e+05,3.88078e+02,10.207288,0.761968,28.34,6.62,6,5899.75,0.0753,0.0352,1.12,1.368
0.000181,129.3685878,20.6079272,664419556518886272,Praesepe,129.36842,20.60787,14.749,5.606,0.006,Simbad,129.36859,20.60793,129.3685878223136,20.6079271542934,0.002,0.001,90,664419556518886272,129.36841692861,0.0502,20.60786507810,0.0286,5.6290,0.0786,-37.152,0.111,-14.418,0.057,0,2.37510e+04,2.47360e+01,14.749161,6.50582e+03,4.71933e+01,15.818133,2.61886e+04,9.74224e+01,13.716638,2.101496,,,0,3585.00,0.4490,0.2390,0.66,0.066
0.000638,129.9316936,20.4943356,664446700711823616,Praesepe,129.93153,20.49428,16.531,5.246,0.047,Simbad,129.93169,20.49434,129.9316936022757,20.4943354227614,0.003,0.002,90,664446700711823616,129.93153084941,0.0850,20.49427802769,0.0520,5.4900,0.1141,-35.408,0.171,-13.330,0.105,0,4.60099e+03,5.01698e+00,16.531239,8.57428e+02,1.73627e+01,18.018394,6.01556e+03,1.81939e+01,15.313729,2.704665,,,0,3904.67,0.3960,0.2120,,
0.000215,129.5192636,20.6597814,664510949126187136,Praesepe,129.5191,20.65972,16.989,5.467,0.057,Simbad,129.51926,20.65978,129.5192636309564,20.6597813477092,0.003,0.002,90,664510949126187136,129.51909747960,0.1126,20.65972195206,0.0705,5.1440,0.1387,-36.108,0.222,-13.795,0.150,0,3.01733e+03,4.32037e+00,16.989310,4.87725e+02,9.90864e+00,18.630949,4.06056e+03,1.77475e+01,15.740454,2.890495,,,0,3937.06,0.8890,0.5005,,
0.000480,129.3262242,19.6990003,664288748995228160,Praesepe,129.32606,19.69894,11.286,5.468,0.067,Simbad,129.32622,19.699,129.3262241004122,19.6990002051476,0.001,0.001,90,664288748995228160,129.32605854904,0.0454,19.69894095845,0.0284,5.3463,0.0643,-36.200,0.093,-13.761,0.058,0,5.76652e+05,4.96370e+02,11.286080,2.96988e+05,4.91163e+02,11.669542,3.94779e+05,7.73714e+02,10.771033,0.898509,34.14,0.45,8,5414.00,0.0760,0.0320,1.03,0.822
0.000085,129.2978706,19.8036794,664302424170984576,Praesepe,129.29771,19.80363,11.138,5.355,0.065,Simbad,129.29787,19.80368,129.2978705796610,19.8036793861677,0.001,0.001,90,664302424170984576,129.29770632808,0.0477,19.80362658667,0.0305,5.3033,0.0545,-35.893,0.092,-12.263,0.066,0,6.60932e+05,3.71010e+02,11.137974,3.46509e+05,5.68315e+02,11.502101,4.46160e+05,3.88546e+02,10.638194,0.863907,35.86,0.67,6,5601.00,0.0710,0.0460,1.03,0.940
0.000258,129.6903711,20.6622172,664499954009909760,Praesepe,129.69021,20.66216,17.575,5.303,0.026,Simbad,129.69037,20.66222,129.6903711364733,20.6622171369925,0.005,0.003,90,664499954009909760,129.69020694772,0.1518,20.66215922610,0.1026,5.5721,0.2272,-35.681,0.326,-13.450,0.186,0,1.75876e+03,2.54262e+00,17.575352,2.90951e+02,1.24779e+01,19.191840,2.44264e+03,1.47283e+01,16.292273,2.899567,,,0,,,,,
0.000465,129.7923453,20.4083839,664444914005442304,Praesepe,129.79218,20.40832,13.766,5.502,0.004,Simbad,129.79235,20.40838,129.7923453846938,20.4083840018024,0.001,0.001,90,664444914005442304,129.79217628066,0.0261,20.40832422645,0.0186,5.4985,0.0393,-36.810,0.056,-13.883,0.032,0,5.87374e+04,2.23678e+01,13.766080,2.03159e+04,4.68654e+01,14.581800,5.59991e+04,8.57293e+01,12.891468,1.690332,,,0,4270.60,0.4890,0.2380,0.60,0.109
0.000374,129.6368167,19.7737753,664292459846946560,Praesepe,129.63666,19.77372,15.395,5.156,0.022,Simbad,129.63682,19.77378,129.6368167725181,19.7737753784998,0.002,0.001,90,664292459846946560,129.63665937126,0.0705,19.77372018234,0.0408,5.2573,0.1084,-34.402,0.145,-12.820,0.080,0,1.30963e+04,7.31149e+00,15.395498,3.26359e+03,1.54337e+01,16.567148,1.51336e+04,2.62928e+01,14.312061,2.255087,,,0,3528.33,0.2377,0.1517,0.56,0.043
0.000119,129.4373119,19.6747231,664285175582432128,Praesepe,129.43716,19.67467,15.603,4.929,0.077,Simbad,129.43731,19.67472,129.4373118651330,19.6747231032837,0.003,0.002,90,664285175582432128,129.43715980500,0.0833,19.67467371050,0.0548,5.2307,0.1199,-33.255,0.180,-11.472,0.114,0,1.08212e+04,8.56268e+00,15.602679,2.25402e+03,1.39168e+01,16.968994,1.35630e+04,2.43199e+01,14.431033,2.537961,,,0,3649.02,1.6430,0.8280,,
0.000333,130.4735444,20.6211267,664460685125455360,Praesepe,130.47337,20.62106,18.217,5.466,0.028,Simbad,130.47354,20.62113,130.4735443272548,20.6211267625946,0.008,0.005,90,664460685125455360,130.47337406798,0.2574,20.62106495727,0.1768,5.6586,0.2785,-37.010,0.493,-14.355,0.338,0,9.73870e+02,1.39282e+00,18.217113,1.41645e+02,6.16708e+00,19.973381,1.42416e+03,8.83115e+00,16.878023,3.095358,,,0,,,,,
0.000238,129.5154981,19.6975608,664290948018472064,Praesepe,129.51534,19.69751,16.148,5.213,0.042,Simbad,129.5155,19.69756,129.5154981632459,19.6975607713730,0.002,0.002,90,664290948018472064,129.51533899479,0.0777,19.69750755787,0.0578,5.3112,0.0898,-34.805,0.146,-12.359,0.110,0,6.54665e+03,8.55201e+00,16.148317,1.35160e+03,9.20886e+00,17.524267,8.22631e+03,2.04447e+01,14.973907,2.550360,,,0,3990.97,,,,
0.000187,128.7296919,20.1054825,664374613981190656,Praesepe,128.72953,20.10543,15.19,5.478,0.034,Simbad,128.72969,20.10548,128.7296919546498,20.1054824926494,0.002,0.001,90,664374613981190656,128.72952720499,0.0509,20.10542504098,0.0294,5.4247,0.0793,-35.933,0.117,-13.344,0.062,0,1.58242e+04,8.45426e+00,15.190063,4.14663e+03,1.87538e+01,16.307148,1.78746e+04,3.08077e+01,14.131329,2.175819,,,0,3595.33,0.2560,0.1330,0.56,0.047
0.000204,129.963685,20.5805394,664453778817920256,Praesepe,129.96352,20.58048,15.11,5.387,0.053,Simbad,129.96368,20.58054,129.9636850482865,20.5805394339642,0.001,0.001,90,664453778817920256,129.96352042793,0.0463,20.58048014543,0.0280,5.4744,0.0571,-35.794,0.093,-13.770,0.056,0,1.70363e+04,1.52890e+01,15.109928,4.19479e+03,2.57196e+01,16.294613,1.99011e+04,6.54102e+01,14.014729,2.279884,,,0,3846.69,0.7613,0.4280,,
0.000441,130.0040092,20.9728839,664535211396282880,Praesepe,130.00385,20.97282,19.269,5.213,0.052,Simbad,130.00401,20.97288,130.0040092409495,20.9728840163227,0.012,0.008,90,664535211396282880,130.00384896582,0.3956,20.97282233918,0.2339,5.2746,0.4770,-34.759,0.755,-14.325,0.485,0,3.69608e+02,1.20113e+00,19.269012,4.93413e+01,7.07348e+00,21.118362,6.28933e+02,8.42255e+00,17.765410,3.352953,,,0,,,,,
0.000426,129.6921086,20.5767744,664497209527231872,Praesepe,129.69194,20.57672,12.175,5.329,0.014,Simbad,129.69211,20.57677,129.6921084758614,20.5767744218318,0.001,0.001,90,664497209527231872,129.69194458284,0.0393,20.57671625455,0.0262,5.3083,0.0523,-35.637,0.082,-13.510,0.047,0,2.54409e+05,9.93030e+01,12.174534,1.19774e+05,1.59295e+02,12.655479,1.91165e+05,1.71253e+02,11.558397,1.097082,36.04,1.50,7,5020.78,0.0103,0.0080,0.83,0.392
0.000382,130.4339139,20.6044672,664463502623929088,Praesepe,130.43375,20.60441,16.869,5.324,0.011,Simbad,130.43391,20.60447,130.4339139743773,20.6044671200152,0.003,0.002,90,664463502623929088,130.43374849477,0.0905,20.60440860432,0.0568,5.3240,0.1035,-35.975,0.172,-13.591,0.112,0,3.37180e+03,4.38084e+00,16.868710,5.68382e+02,7.36929e+00,18.464787,4.53819e+03,1.49242e+01,15.619713,2.845074,,,0,3526.61,,,,
0.000344,129.2818925,19.9576244,664313384927507968,Praesepe,129.28173,19.95757,17.614,5.263,0.016,Simbad,129.28189,19.95762,129.2818925906927,19.9576243569367,0.005,0.003,90,664313384927507968,129.28173273685,0.1713,19.95756905111,0.1007,5.2652,0.2081,-34.898,0.316,-12.845,0.212,0,1.69725e+03,2.47861e+00,17.614002,3.31144e+02,2.56438e+01,19.051346,2.41144e+03,1.77943e+01,16.306227,2.745119,,,0,,,,,
0.000260,129.0908928,20.2054669,664379974100333568,Praesepe,129.09073,20.20541,15.737,5.296,0.052,Simbad,129.09089,20.20547,129.0908928768575,20.2054669044480,0.003,0.001,90,664379974100333568,129.09073111686,0.0851,20.20541276649,0.0474,5.3390,0.1284,-35.258,0.171,-12.574,0.091,0,9.56341e+03,1.03204e+01,15.736834,2.09109e+03,1.82214e+01,17.050455,1.17315e+04,3.36062e+01,14.588535,2.461920,,,0,3544.00,0.6380,0.3510,,
